QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.070115.R29","O'Malley","1","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Chafee","*","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Someone else","4","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","None/No one (Vol.)","5","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","No opinion","1","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Clinton","24","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Biden","35","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Sanders","14","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Webb","2","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","O'Malley","5","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Chafee","2","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","Someone else","5","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","None/No one (Vol.)","9","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R30","No opinion","3","And who would be your second choice (for the Democratic presidential nomination in 2016)?...Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
